[INFO ] 48-2019-12-17 10:12:24,556 method:com.crxl.xllxj.module.core.start.StartCrxlAnswer.main(StartCrxlAnswer.java:48) - 加载class路径配置文件
[INFO ] 68-2019-12-17 10:12:24,994 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_38---->save_8
[INFO ] 68-2019-12-17 10:12:24,994 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_1---->save_1
[INFO ] 68-2019-12-17 10:12:24,994 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_44---->save_4
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_42---->save_2
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_33---->save_3
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_28---->save_8
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_30---->save_0
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_37---->save_7
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_5---->save_5
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_41---->save_1
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_29---->save_9
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_31---->save_1
[INFO ] 68-2019-12-17 10:12:24,995 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_17---->save_7
[INFO ] 68-2019-12-17 10:12:24,996 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_20---->save_0
[INFO ] 68-2019-12-17 10:12:24,996 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_34---->save_4
[INFO ] 68-2019-12-17 10:12:24,996 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_10---->save_0
[INFO ] 68-2019-12-17 10:12:24,996 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_27---->save_7
[INFO ] 68-2019-12-17 10:12:24,996 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_3---->save_3
[INFO ] 68-2019-12-17 10:12:24,996 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_22---->save_2
[INFO ] 68-2019-12-17 10:12:24,996 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_32---->save_2
[INFO ] 68-2019-12-17 10:12:24,996 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_46---->save_6
[INFO ] 68-2019-12-17 10:12:24,997 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:68) - main_40---->save_0
[INFO ] 86-2019-12-17 10:12:24,997 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_3映射：  main_13    main_43    main_23    main_33    main_3  
[INFO ] 86-2019-12-17 10:12:24,997 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_1映射：  main_21    main_11    main_1    main_41    main_31  
[INFO ] 86-2019-12-17 10:12:24,997 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_9映射：  main_19    main_49    main_9    main_39    main_29  
[INFO ] 86-2019-12-17 10:12:24,997 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_6映射：  main_16    main_26    main_6    main_36    main_46  
[INFO ] 86-2019-12-17 10:12:24,997 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_7映射：  main_47    main_7    main_37    main_17    main_27  
[INFO ] 86-2019-12-17 10:12:24,997 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_8映射：  main_8    main_18    main_48    main_38    main_28  
[INFO ] 86-2019-12-17 10:12:24,997 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_4映射：  main_24    main_14    main_4    main_44    main_34  
[INFO ] 86-2019-12-17 10:12:24,997 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_5映射：  main_15    main_25    main_45    main_35    main_5  
[INFO ] 86-2019-12-17 10:12:24,998 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_0映射：  main_0    main_30    main_20    main_10    main_40  
[INFO ] 86-2019-12-17 10:12:24,998 method:com.crxl.xllxj.module.core.thread.TaskManager.testMappingSaveThreadInfo(TaskManager.java:86) - save_2映射：  main_2    main_12    main_42    main_22    main_32  
[INFO ] 65-2019-12-17 10:12:24,998 method:com.crxl.xllxj.module.core.start.StartCrxlAnswer.main(StartCrxlAnswer.java:65) - 线程组初始化完毕
[INFO ] 85-2019-12-17 10:12:25,016 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：gameParams.json
[INFO ] 85-2019-12-17 10:12:25,019 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：robot.json
[INFO ] 85-2019-12-17 10:12:25,054 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：video.json
[INFO ] 85-2019-12-17 10:12:25,064 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：question.json
[INFO ] 85-2019-12-17 10:12:25,081 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：answer.json
[INFO ] 85-2019-12-17 10:12:25,085 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：signIn.json
[INFO ] 85-2019-12-17 10:12:25,090 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：task.json
[INFO ] 85-2019-12-17 10:12:25,093 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：article.json
[INFO ] 85-2019-12-17 10:12:25,098 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：shop.json
[INFO ] 85-2019-12-17 10:12:25,101 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：duan.json
[INFO ] 85-2019-12-17 10:12:25,106 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：appEarance.json
[INFO ] 85-2019-12-17 10:12:25,109 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：dropGroup.json
[INFO ] 85-2019-12-17 10:12:25,111 method:com.crxl.xllxj.module.json.JsonCacheManager.loadData(JsonCacheManager.java:85) - 加载json文件：detecTive.json
[INFO ] 67-2019-12-17 10:12:25,112 method:com.crxl.xllxj.module.core.start.StartCrxlAnswer.main(StartCrxlAnswer.java:67) - json文件加载初始化完毕
[INFO ] 23-2019-12-17 10:12:25,207 method:com.crxl.xllxj.module.identity.service.IdentityService.checkIdentityEntity(IdentityService.java:23) - 查询序列生成器：{"id":0,"name":"none","value":0}
[INFO ] 23-2019-12-17 10:12:25,209 method:com.crxl.xllxj.module.identity.service.IdentityService.checkIdentityEntity(IdentityService.java:23) - 查询序列生成器：{"id":1,"name":"user","value":1000071}
[INFO ] 23-2019-12-17 10:12:25,211 method:com.crxl.xllxj.module.identity.service.IdentityService.checkIdentityEntity(IdentityService.java:23) - 查询序列生成器：{"id":2,"name":"room","value":139366}
[INFO ] 69-2019-12-17 10:12:25,211 method:com.crxl.xllxj.module.core.start.StartCrxlAnswer.main(StartCrxlAnswer.java:69) - mongdb 序列号生成器检查完毕
[INFO ] 53-2019-12-17 10:12:25,389 method:com.crxl.xllxj.module.core.net.NettyServer.start(NettyServer.java:53) - netty websocket 绑定端口：9998
[INFO ] 71-2019-12-17 10:12:25,493 method:com.crxl.xllxj.module.core.start.StartCrxlAnswer.main(StartCrxlAnswer.java:71) - netty 服务器启动完毕
[INFO ] 76-2019-12-17 10:12:25,495 method:com.crxl.xllxj.module.core.start.StartCrxlAnswer.main(StartCrxlAnswer.java:76) - 白名单管理器启动
[INFO ] 67-2019-12-17 10:12:25,495 method:org.xlcr.blacklist.manager.BlackListIpManager$1.run(BlackListIpManager.java:67) - 检查黑名单ip-->
[INFO ] 78-2019-12-17 10:12:25,540 method:com.crxl.xllxj.module.core.start.StartCrxlAnswer.main(StartCrxlAnswer.java:78) - 剧本管理器初始化。
[INFO ] 80-2019-12-17 10:12:25,540 method:com.crxl.xllxj.module.core.start.StartCrxlAnswer.main(StartCrxlAnswer.java:80) - 服务器启动完毕
